Run_ID,Processors,Cores,Total_events,Job_Throughput(events/ms),Job_Read_Throughput(events/ms),VMem_max_GB,RSS_max_GB,PSS_max_GB,DAOD_size_GB,Level,AODtype,Algo
5,1,32,224000,0.0132546810030243,0.3491745295886443,252.51,205.68,117.08,9.11,9,Rntuple,ZLIB
1,1,1,7000,0.0006230529595015,0.0457818559964421,23.15,17.83,8.39,0.28,1,Rntuple,LZMA
2,1,1,7000,0.0006184291898577,0.04575283013935,22.99,17.33,8.11,0.28,1,Rntuple,LZMA
3,1,1,7000,0.0006215040397762,0.0457408714289448,23.14,17.33,8.9,0.28,1,Rntuple,LZMA
4,1,1,7000,0.0006188118811881,0.045531120520876,22.96,17.91,8.09,0.28,1,Rntuple,LZMA
5,1,1,7000,0.0006213454678964,0.0457409780765843,23.18,17.33,8.69,0.28,1,Rntuple,LZMA
1,1,1,7000,0.0005385029617662,0.045795633713437,23.21,18.06,8.25,0.28,5,Rntuple,LZMA
2,1,1,7000,0.0005373455131649,0.0459290461849365,23.23,17.8,9.48,0.28,5,Rntuple,LZMA
3,1,1,7000,0.0005387931034482,0.045756119881034,23.22,17.96,8.09,0.28,5,Rntuple,LZMA
4,1,1,7000,0.000539374325782,0.0459957421084448,23.24,17.63,9.08,0.28,5,Rntuple,LZMA
5,1,1,7000,0.0005364806866952,0.0454403822185292,23.09,17.63,7.95,0.28,5,Rntuple,LZMA
1,1,1,7000,0.0005800464037122,0.0466732009147947,22.83,17.65,7.57,0.28,9,Rntuple,LZMA
1,1,4,28000,0.0021945919610842,0.0648866106478928,45.13,35.99,19.73,1.13,1,Rntuple,LZMA
2,1,4,28000,0.0021787946938879,0.0647120544690607,44.71,36.0,18.96,1.13,1,Rntuple,LZMA
3,1,4,28000,0.0021922947884846,0.0647974155087985,45.16,35.94,19.53,1.13,1,Rntuple,LZMA
4,1,4,28000,0.0021935634893265,0.0646115576231254,44.65,33.88,18.83,1.13,1,Rntuple,LZMA
5,1,4,28000,0.0021879876424664,0.0648096547653218,44.55,33.98,18.93,1.13,1,Rntuple,LZMA
1,1,4,28000,0.0021895033956069,0.0656715857811635,45.45,36.42,19.22,1.13,5,Rntuple,LZMA
2,1,4,28000,0.0021555689508768,0.0655504363786193,45.59,35.89,18.68,1.13,5,Rntuple,LZMA
3,1,4,28000,0.0020560092156207,0.064974091580982,45.58,34.65,18.14,1.13,5,Rntuple,LZMA
4,1,4,28000,0.002055264295244,0.0651297594153208,45.76,34.66,18.68,1.13,5,Rntuple,LZMA
5,1,4,28000,0.0020632853840547,0.0652133407862865,45.75,34.56,19.21,1.13,5,Rntuple,LZMA
1,1,8,56000,0.0042004452471962,0.07053056618412,73.99,56.53,33.7,2.27,1,Rntuple,LZMA
2,1,8,56000,0.0041900900180981,0.0709609891961894,73.47,58.62,34.06,2.27,1,Rntuple,LZMA
3,1,8,56000,0.0041553359559439,0.0709324963298766,74.23,59.63,34.21,2.27,1,Rntuple,LZMA
4,1,8,56000,0.0041973331194692,0.0708574638848363,73.92,59.01,33.59,2.27,1,Rntuple,LZMA
5,1,8,56000,0.0041833721415802,0.070827083264825,74.42,59.89,34.42,2.27,1,Rntuple,LZMA
1,1,8,56000,0.0039502803605674,0.0714714178142508,75.3,57.74,32.17,2.27,5,Rntuple,LZMA
2,1,8,56000,0.0039468461316397,0.0712912630011075,74.51,59.51,32.0,2.27,5,Rntuple,LZMA
3,1,8,56000,0.0039355646860656,0.0712305070085731,74.86,60.2,31.93,2.27,5,Rntuple,LZMA
4,1,8,56000,0.0039413873472316,0.0713026095481833,74.52,59.33,31.69,2.27,5,Rntuple,LZMA
5,1,8,56000,0.0039445637653219,0.0713012138964315,74.62,59.63,31.76,2.27,5,Rntuple,LZMA
1,1,16,112000,0.0075670296949162,0.0762468054630836,133.41,106.53,64.51,4.55,1,Rntuple,LZMA
2,1,16,112000,0.0075685780750186,0.0765872711955273,133.67,106.86,65.05,4.55,1,Rntuple,LZMA
3,1,16,112000,0.0076041145864027,0.0764234898513699,133.59,108.15,65.2,4.55,1,Rntuple,LZMA
4,1,16,112000,0.0076295140667121,0.0765880044038102,133.57,109.03,64.89,4.55,1,Rntuple,LZMA
5,1,16,112000,0.0076065774890538,0.0764295916271382,134.03,106.76,64.98,4.55,1,Rntuple,LZMA
1,1,16,112000,0.0072411520879862,0.0769288360186305,133.58,109.15,60.4,4.55,5,Rntuple,LZMA
2,1,16,112000,0.0072323963311861,0.0769458013012084,134.5,108.42,62.32,4.55,5,Rntuple,LZMA
3,1,16,112000,0.007217559342354,0.0768400094952297,134.47,108.38,61.8,4.55,5,Rntuple,LZMA
4,1,16,112000,0.0072243532689751,0.0769398769753124,134.5,108.4,62.12,4.55,5,Rntuple,LZMA
5,1,16,112000,0.0072197684532907,0.0768890572875426,134.44,108.41,61.9,4.55,5,Rntuple,LZMA
1,1,32,224000,0.0106932179267788,0.073575493054342,249.65,204.76,123.83,9.11,1,Rntuple,LZMA
2,1,32,224000,0.010221067079403,0.0705194862025791,249.16,204.72,123.86,9.11,1,Rntuple,LZMA
3,1,32,224000,0.0103842159916926,0.07160276067001,251.56,203.51,126.19,9.11,1,Rntuple,LZMA
4,1,32,224000,0.0120078876812206,0.0829649602675619,250.5,198.2,124.79,9.11,1,Rntuple,LZMA
5,1,32,224000,0.0099057310491425,0.0681600824736998,249.49,197.4,124.95,9.11,1,Rntuple,LZMA
1,1,32,224000,0.0116122614075564,0.0832477628092849,262.04,208.94,125.93,9.11,5,Rntuple,LZMA
2,1,32,224000,0.011594953089615,0.0833929307365866,260.18,215.39,124.55,9.11,5,Rntuple,LZMA
3,1,32,224000,0.0116562658777594,0.083831394108599,259.68,211.27,123.51,9.11,5,Rntuple,LZMA
4,1,32,224000,0.0117396727566219,0.083833496197365,259.44,206.5,124.65,9.11,5,Rntuple,LZMA
5,1,32,224000,0.0115838601662594,0.0836229649567512,260.81,213.46,124.94,9.11,5,Rntuple,LZMA
1,1,4,28000,0.002026730549213578,0.06610383968874535,46.14,33.7,17.09,1.08,9,Rntuple,LZMA
2,1,4,28000,0.0020184736475289413,0.06603446527412557,46.12,34.68,18.25,1.08,9,Rntuple,LZMA
3,1,4,28000,0.0020263178157915,0.06640247965831181,46.39,35.04,17.33,1.08,9,Rntuple,LZMA
4,1,4,28000,0.00202547513628641,0.0662314097212528,46.12,34.58,18.27,1.08,9,Rntuple,LZMA
5,1,4,28000,0.00202623416751985,0.06635281085236819,46.4,35.04,17.63,1.08,9,Rntuple,LZMA
1,1,8,56000,0.0038766966778370914,0.0721585322954531,75.48,58.94,29.83,2.18,9,Rntuple,LZMA
2,1,8,56000,0.00393670177220472,0.07233067518102043,76.16,58.94,30.88,2.18,9,Rntuple,LZMA
1,1,16,112000,0.007138441142915416,0.07715741076263212,135.17,104.8,57.19,4.37,9,Rntuple,LZMA
1,1,32,224000,0.011104798561928586,0.0831088651929684,261.13,207.58,116.24,8.75,9,Rntuple,LZMA


